"","logFC","logCPM","PValue","FDR"
"ABCG2",1.84055185239799,3.34963680796601,8.50483896862881e-21,2.49883700883357e-18
"ST8SIA5",2.03008598335777,-0.703426328227472,1.14641550219618e-20,3.31218545509514e-18
"GPR83",2.22810214966464,-0.11241296291997,1.63058959763256e-20,4.63381486474761e-18
"DRGX",4.06152067412367,0.0407892700856718,2.07325291655417e-20,5.79674827555912e-18
"KRTAP1-3",4.95474714263006,-2.60142898573026,2.36404888202707e-20,6.50488688411735e-18
"KCNK12",2.06113835929,0.0477144107857619,4.81957394998827e-20,1.30542678786011e-17
"BRS3",2.51976677614058,-2.57645920719519,6.43409958528183e-20,1.71592486632093e-17
"DCC",1.88744611812494,-1.22748178519475,8.43284675030661e-20,2.21489997600856e-17
"CLEC18C",2.63670817910489,-1.70864666420792,9.44467490473477e-20,2.44363342497876e-17
"ISX",3.78698690425514,-1.90465016849244,1.12487521447836e-19,2.86760468279154e-17
"PRSS56",5.4491665839488,3.23795685064326,2.1719977086973e-19,5.45675076525619e-17
"KIF25",2.02781478056654,-1.56857309477688,2.24682353045809e-19,5.56409798578442e-17
"HES6",1.50098956871359,3.92043698049952,2.62736901934546e-19,6.41485097892303e-17
"NPPB",3.72864334335658,-0.697905902459082,3.59133782532852e-19,8.64664461139861e-17
"KCNA1",3.41311370589018,-1.04170792017524,4.08468367150884e-19,9.69972485556243e-17
"MMP9",2.19603507141449,7.0441104354064,6.33377973294668e-19,1.48373069825177e-16
"VIL1",3.08342288721113,1.32215882738404,6.58116266308653e-19,1.52112606352807e-16
"FREM3",1.87319508267729,-2.81223066010263,7.29549654729479e-19,1.66404516641257e-16
"C1orf94",3.29416113649764,-3.15296552708861,8.28409005754797e-19,1.86499611879992e-16
"MCHR2",3.24379532727813,-2.46673315001759,8.94538591844473e-19,1.98805467815692e-16
"TUBB2B",2.19751169886272,3.63686029132952,1.06091709982947e-18,2.32797442095491e-16
"ATOH1",5.15136410001328,0.216556207505424,1.10833942028332e-18,2.40163298132642e-16
"MUC6",-2.8703290965886,1.23488727553577,1.21078778309656e-18,2.59123533579987e-16
"WIF1",3.67908913983005,2.3750598322186,1.53607981204175e-18,3.24731018801753e-16
"BAAT",2.94748655961754,0.479378704715986,2.24672552903566e-18,4.69240807781123e-16
"SORCS3",3.23214598186408,-3.25219309460057,2.74097223377438e-18,5.65651829434272e-16
"DNMT3L",-5.4033229626165,0.0490110944694383,2.83489518310859e-18,5.78151858813969e-16
"ODF1",4.20361189535363,-3.14011444832144,3.0446843709221e-18,6.13716320580634e-16
"CLEC18A",1.72557485650828,-1.00580169728771,3.24936870849317e-18,6.47446052433667e-16
"PCK1",3.1860265402999,1.1085474734588,3.52522930471048e-18,6.94430113604047e-16
"CLEC18B",1.67838687491455,-0.560102619064884,5.54073343701207e-18,1.07919791157982e-15
"FABP3",-2.16464323469623,5.09491401282964,7.6279844304075e-18,1.46923455667904e-15
"HEPACAM2",2.98888222563201,1.34560499064876,8.28983382815142e-18,1.57916779572533e-15
"NEUROG1",4.26896718614191,-3.46218251916252,1.85018090692352e-17,3.48618326320862e-15
"CLCNKB",1.72667432826063,-0.538596414756303,2.16769356783735e-17,4.04053419338285e-15
"DPEP3",-2.85062019493646,-0.357069798395082,2.42073145934897e-17,4.46418934551217e-15
"TNN",2.06905283597309,1.11736649343739,2.44700997883125e-17,4.4651492613726e-15
"DRAXIN",1.49017755536791,1.09549744672543,2.58897718848418e-17,4.67499162108054e-15
"ENDOU",1.97604500525144,-0.0283509909072609,2.82295057779912e-17,5.04493281094307e-15
"SPHKAP",4.02044003478734,-1.80010054930994,2.98253772038504e-17,5.27574401866069e-15
"DNAH9",2.06248818763773,-0.91231776338405,3.19475813295709e-17,5.59405376109203e-15
"FGF23",3.30775246232943,-3.09553546748666,3.72856531250397e-17,6.46346796922563e-15
"IFITM5",2.72953656636964,-2.19406147726497,4.12688243872249e-17,7.08311951240142e-15
"KRT32",2.50684194682044,-1.995612187983,5.61947195077212e-17,9.55034767319948e-15
"MMP24",1.412979694531,1.33192098187766,5.95611959223771e-17,1.00242071001399e-14
"THRSP",-3.52648664494801,-0.00307256764874295,1.13710080057994e-16,1.89535022865897e-14
"ALX4",2.30489045072229,-1.5812113001945,1.17768458239326e-16,1.94430116531307e-14
"FER1L5",-1.66247677254075,-0.835639747582622,1.33763506193758e-16,2.18753809421584e-14
"HSPA6",1.42039489482965,4.47940857876641,1.38788694516839e-16,2.24850656023308e-14
"DSC1",2.37908496681242,0.678894939904833,1.5253116157217e-16,2.44826637579034e-14
"LIN28A",-4.05300457731991,0.14216443010128,1.56300777902445e-16,2.48575594948522e-14
"GFY",2.40504269633296,-0.758092935275757,2.10870977095693e-16,3.32313489813985e-14
"SLC5A11",1.7163594653799,-0.833007770485926,2.68540537499997e-16,4.19382902483104e-14
"PADI4",1.92189980306185,-0.0217214363103584,2.97991987985632e-16,4.61222420690262e-14
"ZNF432",-1.27792793109756,5.11355036459008,3.24988881687896e-16,4.98555952571652e-14
"NEUROD1",4.13738117065422,-1.55543977520258,3.40768940933768e-16,5.18178034305866e-14
"CACNA1G",1.47256253881591,-0.171883753630138,3.62697711256017e-16,5.46727376054178e-14
"SPINT3",3.93925111543115,-2.36601917398825,3.75454177143912e-16,5.61077427654286e-14
"IL1RL1",-2.01198019999297,1.74345683702419,4.00904560741722e-16,5.93989791492116e-14
"UGT2A1",2.90636093854059,-1.70885322210757,4.14017214610892e-16,6.08219357227102e-14
"CST4",-2.73516754209876,1.10409244807162,4.64352401445134e-16,6.76432678911883e-14
"SLC17A7",1.42594449845335,0.384112787403806,5.08609452817774e-16,7.34728738716343e-14
"MEGF10",1.83965577355746,0.437158433985103,7.47510004332473e-16,1.07091619215731e-13
"INSM1",3.15384759165016,2.15732061889734,8.68300360605202e-16,1.23376940582715e-13
"KRTAP13-2",5.10630529685112,-1.33725141917709,8.88757404031756e-16,1.25256988608866e-13
"PTGDR2",1.84002375412856,0.697977441722209,9.0610038590146e-16,1.26671372496789e-13
"CYP26A1",2.19055131285663,0.402775407337856,1.60706559107273e-15,2.22867856169966e-13
"SPSB4",2.06739744564423,-0.016526184993732,1.66958910867332e-15,2.29701009514698e-13
"KCNH2",1.70410019611176,2.87354261557434,2.26310344526032e-15,3.08904710421951e-13
"CYTL1",1.48755527112744,0.815120098837437,2.31851447848032e-15,3.13995691284815e-13
"NLRP12",1.41509122437092,-1.1296418457986,2.40808025175548e-15,3.23597450885125e-13
"SP7",2.52904455943324,-2.32142253716962,2.46535683575386e-15,3.28745851906101e-13
"GALNT9",2.10763071777381,-1.40108038386139,2.62386024401571e-15,3.47210819313071e-13
"NDST4",2.70474945742223,-1.0931927217731,2.93037767323243e-15,3.84834067920334e-13
"FZD9",1.57838813167317,-0.143077269727477,2.99611308380552e-15,3.90508423366681e-13
"ADCY8",2.58446113693719,-2.80080353429217,3.17268936828201e-15,4.10437091038572e-13
"TMEM155",1.60685904622829,-1.15734779282565,3.3317515449073e-15,4.2782157800717e-13
"AADACL4",-3.89742544779663,-2.72666343142023,3.49721302523918e-15,4.43911725571476e-13
"SEZ6",2.24627257222509,-0.363464929471813,3.50827265089658e-15,4.43911725571476e-13
"SOX14",4.81565079383458,0.759466955583933,3.55153173522678e-15,4.4612900456635e-13
"IL37",1.96052842865984,-0.694411097643624,4.39183132038709e-15,5.47715078697196e-13
"KCNK16",-4.71859958678903,-2.96535898835865,5.3819072474391e-15,6.66395443816834e-13
"SKOR1",1.22134532931831,-0.161785067139499,6.52407345401101e-15,8.02090874647382e-13
"PCDH15",2.03546419250528,-1.17900608338354,1.20398293561224e-14,1.46979184428438e-12
"KCNMB2",1.41202872685906,-1.64126015980122,1.38647716932669e-14,1.68073998113834e-12
"PPY",-3.23500293943142,-0.604426943549442,1.64765018401422e-14,1.98347332915879e-12
"SP9",2.70289467574791,-2.23989475523457,2.12321385014153e-14,2.53833876497954e-12
"C11orf87",2.92219103490514,0.511625632317795,2.32511946481365e-14,2.76068122757155e-12
"F7",1.78937147264274,-1.73167680303966,3.09999661166489e-14,3.6556762764089e-12
"RBM24",1.54078690370695,0.628510358815896,3.29364852646056e-14,3.85779710852661e-12
"CAMK2B",1.62423437166837,1.0684629417901,3.36035153580051e-14,3.89193547060542e-12
"NPSR1",-3.01768158141211,-0.455487086463991,3.36769726328707e-14,3.89193547060542e-12
"GPC3",1.79915548718437,5.16983972376467,3.55198927999214e-14,4.07773073964661e-12
"HNF4A",2.17211624830223,1.33572742597717,4.45235385072702e-14,5.07773381594427e-12
"UNC5D",2.94872226088094,-1.18596198905506,5.76820125727771e-14,6.53540972515746e-12
"KLHDC8A",1.33730162453536,0.109970850929025,5.91336236460145e-14,6.65637250586793e-12
"KRT10",1.18427739749794,6.99715106804469,6.1313547484909e-14,6.8572280364574e-12
"PAGE1",-4.16606505074611,-0.733770693958708,6.4710369875882e-14,7.19073244742574e-12
"GSG1L",2.10852389346211,-1.95894145938516,7.44241355031721e-14,8.2174674455254e-12
"ASIC2",2.10804325434573,-1.67366389112234,8.79104838402452e-14,9.64511542639653e-12
"LBP",-2.30597144149981,1.87870637575424,9.56604579368095e-14,1.04293964675132e-11
"SNCB",1.82424721401849,-2.27446363050614,1.00328681228807e-13,1.08699855568835e-11
"AKNAD1",1.98364280213769,0.236497400045234,1.05432214380994e-13,1.13519716540033e-11
"REG1B",-4.78300459081472,-2.89149979584473,1.10755338003802e-13,1.18515048413327e-11
"MSX1",1.22587630035117,2.75849905957099,1.19255644779448e-13,1.26828012408082e-11
"GDF5",1.87395580904592,-1.28900506250191,1.20340192189115e-13,1.27201050707214e-11
"PEX5L",1.82440669562335,-0.614035534001337,1.21874607236451e-13,1.28042200996598e-11
"IGFL2",2.11075608229244,2.7903464976727,1.31802731027731e-13,1.37638574841308e-11
"TSPY2",-4.56088929808093,-3.17107451556035,1.40845593667112e-13,1.46201099773616e-11
"CNMD",2.6269766934355,-2.41290511131171,1.44791299880237e-13,1.48807969093644e-11
"CALCB",1.97555522546488,-1.03232534059754,1.4507382046049e-13,1.48807969093644e-11
"MAB21L1",1.75934817705745,0.35172546019787,1.54242715346816e-13,1.57282204149239e-11
"BTNL3",2.88088873708964,-1.14189688883569,1.55478770622158e-13,1.57615467177492e-11
"CYP4F2",-2.48526798867594,1.2997020075588,1.69238741053563e-13,1.70567068381599e-11
"MYO1A",1.7088982551101,-0.150930040029495,2.47543832305405e-13,2.4689800450674e-11
"INS",-3.44662709441249,-2.56203145410244,2.47823783006477e-13,2.4689800450674e-11
"UTS2",-2.26310795456267,0.202560627567727,2.6839878919339e-13,2.65868172038139e-11
"SUGCT",1.29906907143781,2.33386328093568,2.86460246621476e-13,2.82147066771778e-11
"SPINK5",1.47070075112362,4.41019311142686,2.91745251287683e-13,2.85729035653785e-11
"DLK1",4.23498361915262,4.2444537814841,3.66468117089819e-13,3.56894652233259e-11
"KRTAP4-9",3.62192835722393,-3.38271026465809,3.6918548123967e-13,3.57532419960317e-11
"DAO",1.87375431932613,-3.24248613064854,5.64398239135672e-13,5.43546859745382e-11
"SPIC",2.90158329869977,-2.43894776746262,5.96282658361932e-13,5.71080656502988e-11
"VPREB3",-1.82761487575522,0.915886073783255,6.91566353078781e-13,6.58697952231905e-11
"KRT33A",-2.30700648197002,1.53678359447255,7.98743599446795e-13,7.56624059913125e-11
"HAO2",1.8782369875429,-2.8753747475398,8.84421243645422e-13,8.33230557532249e-11
"HCN1",2.80658330115453,-2.81311210253512,9.43816812825546e-13,8.84381862180045e-11
"HTN3",3.87102197338594,-3.05334806790746,1.03195823737247e-12,9.61773980906006e-11
"FDCSP",-3.14325365271926,4.84850847596391,1.06229796301092e-12,9.84755892448895e-11
"LCT",1.51115452213559,-2.50886693645256,1.30861772342535e-12,1.20664299125417e-10
"FAM159B",1.39022094844468,-2.72602958508612,1.40988674851936e-12,1.29314215796736e-10
"PYDC1",2.33012284003392,-1.89144303217673,1.44277421430621e-12,1.31634163184201e-10
"OR3A2",2.52110765128298,-3.82961794902644,1.51587275825716e-12,1.37579341698366e-10
"EYS",1.07134334351134,0.101515027515796,1.5365354975568e-12,1.3872834817785e-10
"STXBP5L",1.77576380740848,0.0647542353812234,1.69213666226078e-12,1.5198543544192e-10
"BARHL1",2.52753960708184,-2.72480182962171,1.78490595673299e-12,1.59491467834879e-10
"ATRNL1",1.41402981762473,-0.106449400674823,1.88263773302435e-12,1.67361667189626e-10
"KRT39",2.31158782904081,-0.945667449520523,2.0371224760842e-12,1.80171010831222e-10
"SLC5A8",-3.52333281194441,-0.290143947736121,2.22531552327259e-12,1.95816470030103e-10
"CRNN",3.30146482917448,1.29587681494977,2.44729348108384e-12,2.14261780275699e-10
"SLC35D3",2.05098123147079,-0.605713095349575,2.6542309305283e-12,2.31211523521147e-10
"HAP1",1.34371761199343,2.26661987215956,2.67290351385503e-12,2.31673912063385e-10
"DCSTAMP",1.78540890015121,-0.758523266758773,2.72286815636705e-12,2.34830445226979e-10
"AQP5",-2.24237529175783,0.473159497301486,3.01047393153395e-12,2.58349334669015e-10
"C11orf16",1.35704607922839,-2.17052162039176,3.06454640564985e-12,2.61694147497242e-10
"CDH9",2.93216376952356,-2.50879506990245,3.26846991037251e-12,2.77739832825037e-10
"KRT31",2.55066609037859,2.75176993300091,3.53330246562876e-12,2.98779503617924e-10
"F2RL2",1.4128721948887,1.79756114894527,3.64077324897605e-12,3.06372836266989e-10
"UCHL1",1.54222225205496,5.1537765784409,4.64744176066419e-12,3.88328604324466e-10
"EMILIN3",1.25523521375629,-0.139772728857351,4.65949522350671e-12,3.88328604324466e-10
"CDX1",1.66454737351983,0.260120595511212,4.95638502426664e-12,4.11095379883551e-10
"TRIML1",2.75735986735738,-1.62400844873679,6.2514445427431e-12,5.16041862611674e-10
"MRGPRX3",2.68294164350539,-0.706953188059697,6.78833421525448e-12,5.57705088253253e-10
"HTN1",3.3927252850671,-3.38087652562043,7.777981038447e-12,6.35996704252258e-10
"CADPS",1.46730842344375,-0.343152313177853,8.42051290170461e-12,6.85303244840608e-10
"PHOX2B",2.87306021818408,-3.32881230287475,8.98719184040389e-12,7.28004535296269e-10
"CHRNA1",1.3057277054475,0.163735167851235,9.32891691013404e-12,7.52171044824063e-10
"ADRA1B",1.57817428474111,-0.79112272766068,9.65327775225969e-12,7.74720230719545e-10
"PPM1E",1.15285541972233,0.0353439882165024,1.00269559239952e-11,8.00774097007485e-10
"CEACAM7",2.37668253758073,4.54663551265934,1.00703059214094e-11,8.00774097007485e-10
"AIFM3",-1.2418655243795,3.81227603428911,1.06382124793868e-11,8.42070380503061e-10
"EFHD1",1.22372582435654,3.37289236405444,1.13422965528425e-11,8.93721412470563e-10
"KCNJ18",2.81480028835342,-1.12372722477348,1.46357745543848e-11,1.14801426199213e-09
"SYCP1",2.64279035314001,-3.11610271393705,1.53222266401711e-11,1.19644503967282e-09
"CITED1",1.16453856566114,-0.589543574235644,1.74386357431485e-11,1.35559977850887e-09
"GUCA1A",1.73000320860947,-0.617728689583527,1.95197773022683e-11,1.51060419435188e-09
"LRRC19",1.5203263706867,-1.43539940676422,1.99695923597762e-11,1.53854614914098e-09
"SYN2",1.42466464759503,2.04685259681428,2.21316454319295e-11,1.69757554673672e-09
"GUCY2C",0.939128345060177,1.09593154466045,2.3536109553717e-11,1.79735004014839e-09
"HTR3A",-2.68875565705713,0.594314377663613,2.3653008420789e-11,1.79835482883499e-09
"ATP2B2",1.43283007623807,-1.47700746117313,2.52535265306413e-11,1.91165887514702e-09
"GCG",-3.88656129498738,-2.25404562231297,2.82835962798188e-11,2.13172235439417e-09
"CACNA1B",1.9174907052772,0.14737749857617,2.88420544358403e-11,2.16440265647312e-09
"TSPY3",-3.79538726046005,-3.6950707597122,2.97780958636113e-11,2.22501418877458e-09
"SLN",-2.06348803462146,-1.17860018516074,3.88994184969746e-11,2.89408334611612e-09
"CTRB2",-2.19844510949772,-3.05207577156732,3.99309136181103e-11,2.95812986141001e-09
"COL23A1",1.06653697412188,1.06931378011587,4.31807220056773e-11,3.18526730199326e-09
"RTP1",-2.87042930052143,-3.14507593266532,4.92884371153693e-11,3.62040278557172e-09
"COL20A1",1.72267963340504,-2.51572503296545,5.16182889279316e-11,3.77528739730252e-09
"HHIPL2",1.53219086706817,0.0375605573620165,5.18326161267955e-11,3.77528739730252e-09
"FMR1NB",1.85903204966963,-3.11227771062189,5.76877254850767e-11,4.18417038194061e-09
"GABRA2",1.88842581689752,-2.14891124023004,5.87348175393693e-11,4.24236692518736e-09
"KRT34",2.12556196510346,0.83855314211397,7.00117643554009e-11,5.03590844440197e-09
"PNLIP",-3.1939491837563,-3.77332311255047,7.69671806883613e-11,5.51333089765597e-09
"TSPY10",-3.23603955654099,-4.01591944432252,8.36529633697425e-11,5.96758897125303e-09
"MYOD1",2.67050875062815,-3.02486126943325,9.82333151779676e-11,6.97899392872979e-09
"ALK",1.65830845082585,-0.526503078022112,1.01594215869357e-10,7.18830911059305e-09
"ELAVL4",1.52305491579133,-0.782303994467821,1.03134639992728e-10,7.25228594605013e-09
"ALDH1A2",1.29569781225168,4.28861286871053,1.03335138660189e-10,7.25228594605013e-09
"KHDRBS2",1.746024971394,-2.61285402138091,1.188377637095e-10,8.30666384638786e-09
"CPT1C",0.920699299699369,2.86360623114465,1.20023725618438e-10,8.35586860881773e-09
"TREML1",-1.2452639972243,-0.847928962543222,1.25824003223358e-10,8.72463638350765e-09
"CALCA",2.36008551250961,-1.04783309424503,1.34479575289768e-10,9.28766309819972e-09
"SERPINA10",2.08727881437926,-1.62190396466313,1.37795087047046e-10,9.45161120563172e-09
"CPLX2",2.41110645381801,2.01068965816189,1.37943907414181e-10,9.45161120563172e-09
"CELA3A",-2.90222310648085,-3.38586517110045,1.44714073625468e-10,9.87645065471454e-09
"MUC21",2.20291785990992,1.67633850057777,1.47624960598786e-10,1.00356027136469e-08
"PLD5",2.4558242147922,-0.777204265782084,1.48247346215198e-10,1.00385458853143e-08
"NEFL",2.4380668260847,2.9917849313125,1.50153047533207e-10,1.0128027544701e-08
"KRT9",1.4432504146447,0.70566858221696,1.52263182959727e-10,1.02305514597166e-08
"MEP1A",1.81138854856108,-0.109758695535942,1.56449447506221e-10,1.04712400483411e-08
"TSPY1",-3.871210198915,-3.22112307413614,1.64045799486933e-10,1.09374382080999e-08
"HMCN1",1.04822652277061,3.03481492888487,1.81444206154786e-10,1.20510931559127e-08
"IL13RA2",1.58085911538019,2.69211153728013,1.85226714121701e-10,1.22553629362584e-08
"KCTD8",1.80890901775672,-2.729163170618,1.8626007582145e-10,1.22768761002465e-08
"ELAVL3",2.36366890877642,0.400363019582242,2.21834865129162e-10,1.45663158599016e-08
"FFAR4",1.19882034360378,-0.0506447610147433,2.33253860963828e-10,1.525832332003e-08
"ROS1",2.10928930999062,1.64160387750253,2.57381770976626e-10,1.67733571424053e-08
"APOA2",2.8369840333035,4.78701584254897,3.05484818129987e-10,1.98336304205368e-08
"LGALS14",2.69702041780635,-3.428099100937,3.19324628735864e-10,2.06548225340903e-08
"SLC25A48",1.64860894221689,-1.7577420425812,3.49938418355779e-10,2.25508642460871e-08
"SERPINI1",0.915455479805008,2.49263194803992,4.10129341093761e-10,2.63318226957791e-08
"CTRB1",-2.41988528133251,-3.44536757551039,4.12046405200929e-10,2.63572857349007e-08
"LCE2A",3.02367166404565,-3.21976547747542,4.26848406731342e-10,2.72037394510581e-08
"ISLR2",1.18523138349782,0.759165282435764,4.385019629774e-10,2.78440715319166e-08
"HRC",1.07592267737362,0.514217072850285,4.62800664024213e-10,2.9279742740364e-08
"TM4SF20",2.58455187122812,-0.670025135390767,4.72289750003104e-10,2.9771428422923e-08
"FGF18",1.10516856481967,-0.00536778581887198,4.89298948842986e-10,3.06974956776497e-08
"TMEM74",1.5154224328663,-1.62535017511333,4.90522428768905e-10,3.06974956776497e-08
"LIX1",2.09161002011573,-1.07961391603684,5.11299745464844e-10,3.18826657828527e-08
"SYP",1.01017670644631,1.7497435285461,5.44088268467401e-10,3.38056277200086e-08
"RBP2",1.37703779564937,-2.39387371934388,5.76654572547962e-10,3.57010964825676e-08
"TDGF1",-2.03449210861504,-1.91972921020081,5.93681153222275e-10,3.66244227441571e-08
"CDH22",1.84985133841092,-2.13896436053131,6.06773900550485e-10,3.72993814398676e-08
"PRR35",1.89406066789467,-3.57025599736612,6.09234513249121e-10,3.73183049016732e-08
"SHC4",1.1028955952108,0.536182762039255,7.53890371497048e-10,4.60165126404977e-08
"SOSTDC1",1.9803504929271,1.59142308200703,8.54246333146138e-10,5.19591585441695e-08
"SYNGR4",-1.29235474926284,-1.16831554339659,8.60533954712707e-10,5.21585877795272e-08
"HMX1",2.74090267944156,-0.946137064470849,8.67540891537603e-10,5.24000744069838e-08
"HOXC12",2.34691683980268,-0.485441513626324,9.19668784130692e-10,5.53557582392554e-08
"CD79B",-1.33381461996721,3.10092477714661,9.99139954695066e-10,5.99311111233182e-08
"PTPRD",1.26456686623597,1.98980513262023,1.01344359828126e-09,6.05794647455365e-08
"GRIA1",2.0076737063566,-1.64342191740194,1.02318946475159e-09,6.09518535102019e-08
"ILDR2",1.10679003385551,1.2769253395218,1.03802444293462e-09,6.15389755560245e-08
"KRT2",1.85382299617164,-0.543214538673119,1.04014536128729e-09,6.15389755560245e-08
"ABCA10",-1.16933826081423,2.83139126667497,1.18818132607903e-09,7.00582424747619e-08
"KRT1",2.28594592332382,6.37620524192985,1.19253040391187e-09,7.00763205146178e-08
"VWA5B2",1.19103356426989,0.112073378566941,1.28872687225764e-09,7.54336592934806e-08
"SNAI3",-0.92100475295108,0.697298398097391,1.29240246957968e-09,7.54336592934806e-08
"MYLPF",1.13200767751254,0.419280891676273,1.34927219729808e-09,7.84887031549066e-08
"SOST",2.63427092917291,2.52914927349775,1.42826677977005e-09,8.28060355428555e-08
"OTOG",2.2430610267094,-1.49492128556373,1.46087488326369e-09,8.44142203379204e-08
"KIF26A",0.961901183445066,1.99269363854066,1.50237622840889e-09,8.65238934201597e-08
"KLRC1",-1.35087953753678,0.0899060341161817,1.51865629745282e-09,8.7171877206439e-08
"RIMS3",0.877664750415773,2.28975003084267,1.54040460724131e-09,8.81284286024031e-08
"GIP",1.59482085635763,-3.30870180387185,1.67734210958184e-09,9.56471232552669e-08
"WFIKKN2",1.27373872625706,-2.59425819232731,1.96253653710241e-09,1.11542855313673e-07
"SLC7A3",1.87053073341819,-1.6032975794933,1.9724753538746e-09,1.11741373396785e-07
